hand_presence_ratio,hand_present_frames,displacement_mm,velocity_mean,velocity_std,velocity_max,acceleration_mean,direction_consistency,position_x_mean,position_y_mean,position_z_mean,position_std,grab_mean,grab_max,pinch_mean,pinch_max,finger_mean,finger_std,label,source_file
1.0,110,2.114054438718544,11.37429910330558,4.903833741732637,23.555256684295973,1.784877589727037,0.9238043842993099,-148.87533028342506,206.33176144686612,51.125931999900125,0.6502417393024132,0.0,0.0,0.0,0.0,5.0,0.0,intentional,intentional_20250925_182021.json
1.0,110,1.183543332765267,9.157981476234712,4.284070498853132,23.555256684295973,1.1806724102329968,0.9140426540321585,-148.67488153631038,205.93343852650037,50.62669410705566,0.6394821987252594,0.0,0.0,0.0,0.0,5.0,0.0,intentional,intentional_20250925_182021.json
1.0,110,3.601056269910096,9.627134093862526,4.185622958141447,19.63146717050273,0.9092789707275325,0.9532570485533441,-148.8036039872603,205.56025557084516,51.285729044133966,0.875800573334991,0.0,0.0,0.0,0.0,5.0,0.0,intentional,intentional_20250925_182021.json
1.0,110,4.386409285132201,11.26351495682204,4.047200441525698,21.956210053134352,1.4302957575466528,0.9765502409824469,-150.52190496271308,205.03638319535688,52.15288235057484,0.9133165307011151,0.0,0.0,0.0,0.0,5.0,0.0,intentional,intentional_20250925_182021.json
1.0,110,4.976636941082988,13.753547766687918,5.155997863672981,29.296937446259534,1.874111779480222,0.9756331430146682,-151.0313031283292,204.49729475541548,52.72909979386763,0.9845972727012949,0.0,0.0,0.0,0.0,5.0,0.0,intentional,intentional_20250925_182021.json
1.0,110,9.229219476826499,14.942437942361206,6.874480824130784,29.705505283632558,1.8867996520085593,0.9624342707841702,-148.109321455522,207.0141571044922,53.781074940074575,1.9676128048706933,0.0,0.0,0.0,0.0,5.0,0.0,intentional,intentional_20250925_182021.json
1.0,110,3.4694919731360345,11.314564254857286,6.52427730612607,29.705505283632558,1.787283870369061,0.9404773168225316,-145.26881283846768,209.3542262684215,54.42428522976962,0.707500849708853,0.0,0.0,0.0,0.0,5.0,0.0,intentional,intentional_20250925_182021.json
1.0,110,6.4612171123755875,10.710800675168267,5.2797305314411656,30.201045541916844,2.005647562457091,0.9236135538368997,-145.9988788951527,207.4840277931907,54.62657630226829,1.2355205300955268,0.0,0.0,0.0,0.0,5.0,0.0,intentional,intentional_20250925_182021.json
1.0,110,2.821309449074278,11.818007071537606,5.53204739165524,30.201045541916844,2.134489188850905,0.9050201162522749,-147.4421510176225,205.53665729869496,55.060707820545545,0.8910724518732938,0.0,0.0,0.0,0.0,5.0,0.0,intentional,intentional_20250925_182021.json
1.0,110,4.4205286999060345,11.700037535827699,5.308219361551162,24.959156755192282,1.9770386804459368,0.9225850189437091,-147.15048453591086,205.56660988547586,55.45372040488503,0.7171764614398465,0.0,0.0,0.0,0.0,5.0,0.0,intentional,intentional_20250925_182021.json
1.0,110,2.263000978532093,11.507059565899413,6.165242479266211,26.61746605821874,1.9589127586177866,0.9268223478281085,-145.2021039095792,205.85081856467508,55.31075224442915,0.8561599479810938,0.0,0.0,0.0,0.0,5.0,0.0,intentional,intentional_20250925_182021.json
